Date,PMID,Title,Abstract,PoI Re,DoI Rel,Is Systematic,Study Type,Study Outcome,PoI List,DoI List,Score
2023-11-01,37795360,Risk of cardiac rupture among elderly patients with diabetes presenting with first acute myocardial infarction.,"We aimed to analyze the risk of cardiac rupture (CR) in aged diabetic patients with acute ST-segment elevated myocardial infarction (STEMI) who were followed up for one month, and analyze its independent risk factors.A total of 3063 aged patients with first onset STEMI admitted to Beijing Anzhen Hospital from January 2001 to December 2020 were retrospectively included. There were 2020 patients without diabetes mellitus (DM) and 1043 patients with DM. We used propensity scores matching (PSM) method to balance baseline exposure factors between patients with or without DM, and all were divided the DM group (1043 cases) and the non-DM group (1043 cases) after the PSM. The primary outcome was CR (the composite rate of papillary muscle rupture, ventricular septum perforation, free wall rupture), which was diagnosed based on clinical manifestations and/or echocardiographic findings. Kaplan-meier survival analyses and log-rank test was used to evaluate the risk of CR between the two groups, and Cox regression analysis was used to evaluate the independent risk factors for CR.After PSM, the baseline clinical data were similar between the DM and non-DM group (all P>0.05). However, level of glycated hemoglobin was significantly higher in the DM group (P<0.05). During 1 month of follow-up, there were 55 (2.64%) cases of CR, most occurred within 48h after admission (40 cases). Among the 55 cases, 11(0.53%) had papillary muscle rupture, 18(0.86%) had ventricular septum perforation, and 26(1.25%) had free wall rupture. Kaplan-meier survival analyses detected that the DM group was associated with significantly increased risk of CR (3.36% vs. 1.92%, HR=1.532, 95% CI: 1.054-2.346, P=0.030), ventricular septum perforation (1.05% vs. 0.67%, HR=1.464, 95% CI: 1.021-2.099, P=0.038) and free wall rupture (1.63% vs. 0.86%, HR=1.861, 95% CI: 1.074-3.225, P=0.027) than those in the non-DM group. Among the 2031 aged STEMI patients without CR, 144 cases (6.90%, 144/2086) died; and among the 55 patients with CR, 37 cases (1.77%, 37/2086) died due to CR. Therefore, twenty percent (20.44%, 37/181) of death was due to CR. Multivariate Cox regression analysis indicated that DM (HR=1.532, 95%CI: 1.054-2.346), age (HR=1.390, 95%CI: 1.079-1.791), female (HR=1.183, 95%CI: 1.049-1.334), troponin I (HR=1.364, 95%CI: 1.108-1.679), brain natriuretic peptide (HR=1.512, 95%CI: 1.069-2.139), revascularization (HR=0.827, 95%CI: 0.731-0.936) and β-receptor blocker (HR=0.849, 95%CI: 0.760-0.948) were independent risk factors of CR (all P<0.05).DM as well as a few other factors, are independent determinants of CR. CR is not a rare event among the aged STEMI patients and twenty percent of deaths are due to CR. However, large sample-sized studies are warranted to confirm these findings.",yes,no,no,human non-RCT,"safety, biomarker",natriuretic,,5
2023-11-01,37803294,Network meta-analysis on efficacy and safety of different biologics for ulcerative colitis.,"Therapeutic options for ulcerative colitis (UC) have increased since the introduction of biologics a few decades ago. Due to the wide range of biologics available, physicians have difficulty in selecting biologics and do not know how to balance the best drug between clinical efficacy and safety. This study aimed to compare the efficacy and safety of biologics in treating ulcerative colitis.In this study, eight electronic databases (PubMed, Web of Science, Cochrane, Embase, Sinomed, China National Knowledge Infrastructure, Chongqing VIP Information, and WanFang Data) were searched to collect eligible studies without language restrictions. Retrieved 1 June 2023, from inception. All articles included in the mesh analysis are randomised controlled trials (RCTs). The inclusion of drugs for each outcome was ranked using a curved surface under cumulative ranking (SUCRA). Higher SUCRA scores were associated with better outcomes, whereas lower SUCRA scores were associated with better safety. This study has registered with PROSPERO, CRD42023389483.Induction Therapy: Among the biologic therapies evaluated for induction therapy, vedolizumab demonstrated the highest efficacy in achieving clinical remission (OR vs daclizumab, 9.09; 95% CI, 1.01-81.61; SUCRA 94.1) and clinical response. Guselkumab showed the lowest risk of recurrence of UC (SUCRA 94.9%), adverse events resulting in treatment discontinuation (SUCRA 94.8%), and serious infections (SUCRA 78.0%). Maintenance Therapy: For maintenance therapy, vedolizumab ranked highest in maintaining clinical remission (OR vs mesalazine 4.36; 95% CI, 1.65-11.49; SUCRA 89.7) and endoscopic improvement (SUCRA 92.6). Infliximab demonstrated the highest efficacy in endoscopic improvement (SUCRA 92.6%). Ustekinumab had the lowest risk of infections (SUCRA 92.9%), serious adverse events (SUCRA 91.3%), and serious infections (SUCRA 67.6%).Our network meta-analysis suggests that vedolizumab is the most effective biologic therapy for inducing and maintaining clinical remission in UC patients. Guselkumab shows promise in reducing the risk of recurrence and adverse events during induction therapy. Infliximab is effective in improving endoscopic outcomes during maintenance therapy. Ustekinumab appears to have a favorable safety profile. These findings provide valuable insights for clinicians in selecting the most appropriate biologic therapy for UC patients.",no,yes,yes,human RCT,"effectiveness, safety",,ulcerative colitis,5
2023-11-01,37807319,The effects of prophylactic intravenous injection of rhBNP on prognosis in patients with STEMI undergoing PPCI.,"This experiment was carried out to observe the application value of recombinant human brain natriuretic peptide (rhBNP) in patients with ST-segment elevation myocardial infarction (STEMI) by primary percutaneous coronary intervention (PPCI), to provide reference for the future treatment of STEMI. In this study, we selected STEMI patients who underwent PPCI treatment in our hospital from October 2019 to December 2021 were selected as the study subjects, of which 46 received intravenous injections of rhBNP (research group), and 36 STEMI patients underwent PPCI (control group). There was no difference in clinical efficacy between the two groups (P>0.05). After treatment, high-sensitivity cardiac troponin I (hs-cTnI), creatine kinase-MB (CK-MB) and plasma N-terminal pro-BNP (NT-proBNP) levels decreased in both groups, with the research group lower than the control group; cardiac output (CO), cardiac index (CI) and mean arterial pressure (MAP) of the research group were lower than the control group's (P<0.05). The left ventricular ejection fraction (LVEF) in the research group was higher than that in the control group at 1 week and 1 month after treatment, while left ventricular end-diastolic diameter (LVEDD) and left ventricular end-systolic diameter (LVESD) were lower than those in the control group (P<0.05). There was also no difference in the rate of prognostic risk events between the two groups at 6 months of follow-up (P>0.05). Combining the results of these experiments above, we believe that the intravenous injection of rhBNP in STEMI patients undergoing PPCI treatment can improve cardiac function and promote the recovery of hemodynamics.",yes,no,no,human non-RCT,"effectiveness, biomarker",natriuretic,,5
2023-11-01,37809105,Cardiovascular impairment in Shiga-toxin-2-induced experimental hemolytic-uremic syndrome: a pilot study.,"Hemolytic-uremic syndrome (HUS) can occur as a systemic complication of infection with Shiga toxin (Stx)-producing Escherichia coli (STEC). Most well-known aspects of the pathophysiology are secondary to microthrombotic kidney disease including hemolytic anemia and thrombocytopenia. However, extrarenal manifestations, such as cardiac impairment, have also been reported. We have investigated whether these cardiac abnormalities can be reproduced in a murine animal model, in which administration of Stx, the main virulence factor of STEC, is used to induce HUS.Mice received either one high or multiple low doses of Stx to simulate the (clinically well-known) different disease courses. Cardiac function was evaluated by echocardiography and analyses of biomarkers in the plasma (troponin I and brain natriuretic peptide).All Stx-challenged mice showed reduced cardiac output and depletion of intravascular volume indicated by a reduced end-diastolic volume and a higher hematocrit. Some mice exhibited myocardial injury (measured as increases in cTNI levels). A subset of mice challenged with either dosage regimen showed hyperkalemia with typical electrocardiographic abnormalities.Myocardial injury, intravascular volume depletion, reduced cardiac output, and arrhythmias as a consequence of hyperkalemia may be prognosis-relevant disease manifestations of HUS, the significance of which should be further investigated in future preclinical and clinical studies.",yes,no,no,animal,"biomarker, effectiveness",natriuretic,,5
2023-11-01,37817272,Endothelin mediates sex-differences in acclimation to high salt diet in rats.,"Current understanding of sodium (Na+) handling is based on studies done primarily in males. Contrary to the gradual increase in high salt (HS) induced natriuresis over 3-5 days in males, female Sprague Dawley (SD) rats have a robust natriuresis after 1 day of HS. Renal endothelin-1 (ET-1) signaling, through ET receptor A and B, is an important natriuretic pathway and was implicated in our previous dietary salt acclimation studies, however, the contribution of ET receptors to sex-differences in acclimation to dietary Na+ challenges has yet to be clarified. We hypothesized that ET receptors mediate the augmented natriuretic capacity of female rats in response to a HS diet.To test our hypothesis, male and female SD rats were implanted with telemeters and randomly assigned to treatment with A-182086, a dual ETA and ETB receptor antagonist, or control. 24-h urine samples were collected and assessed for electrolytes and ET-1. Studies were performed on a normal salt (NS, 0.3% NaCl) diet and after challenging rats with HS (4% NaCl) diet for 1 day.We found that A-182086 increased blood pressure in male and female SD rats fed either diet. Importantly, A-182086 eliminated sex-differences in natriuresis on NS and HS. In particular, A-182086 promotes HS-induced natriuresis in male rats rather than attenuating the natriuretic capacity of females. Further, the sex-difference in urinary ET-1 excretion in NS-fed rats was eliminated by A-182086.In conclusion, ET receptors are crucial for mediating sex-difference in the natriuretic capacity primarily through their actions in male rats.",yes,no,no,animal,"effectiveness, safety",natriuretic,,5
2023-11-01,37829481,Real-world effectiveness of ustekinumab for patients with ulcerative colitis: a systematic review and meta-analysis.,"Ustekinumab has recently been approved for the treatment of ulcerative colitis (UC) based on data from clinical trials. However, the effectiveness of ustekinumab in patients with UC in a real-world setting remains unclear. Hence, in this meta-analysis, we aimed to evaluate the effectiveness of ustekinumab in a real-world setting and to investigate the predictors of its effectiveness. A comprehensive literature search was performed to examine the effectiveness of ustekinumab in UC patients admitted between January 2019 and December 2021. Data on clinical remission, response, and corticosteroid-free clinical remission rates were extracted, pooled, and analyzed. Meta-regression analysis was performed to investigate the source of heterogeneity and the impact of moderators on the outcomes of interest. A total of 14 eligible studies were identified. The pooled clinical remission rate was 55.0% at week 8, 36.1% at week 16, 46.6% at month 6, and 38.6% at month 12. The meta-regression analysis showed that prior use of anti-tumor necrosis factor (TNF) agents and vedolizumab and the publication style were significant moderators. Additionally, out of 258 patients, there were 28 adverse events (AEs) (10.9%). The effectiveness of ustekinumab in real-world patients with UC was consistent with the results clinical trials. Moreover, previous treatment with anti-TNF agents and vedolizumab might have affected the effectiveness of ustekinumab.",no,yes,yes,human non-RCT,"effectiveness, safety",,ulcerative colitis,5
2023-11-01,37834109,Anhydrous Alum Inhibits α-MSH-Induced Melanogenesis by Down-Regulating MITF via Dual Modulation of CREB and ERK.,"Melanogenesis, the intricate process of melanin synthesis, is central to skin pigmentation and photoprotection and is regulated by various signaling pathways and transcription factors. To develop potential skin-whitening agents, we used B16F1 melanoma cells to investigate the inhibitory effects of anhydrous alum on melanogenesis and its underlying molecular mechanisms. Anhydrous alum (KAl(SO4)2) with high purity (>99%), which is generated through the heat-treatment of hydrated alum (KAl(SO4)2·12H2O) at 400 °C, potentiates a significant reduction in melanin content without cytotoxicity. Anhydrous alum downregulates the master regulator of melanogenesis, microphthalmia-associated transcription factor (MITF), which targets key genes involved in melanogenesis, thereby inhibiting α-melanocyte-stimulating hormone (α-MSH)-induced melanogenesis. Phosphorylation of the cAMP response element-binding protein, which acts as a co-activator of MITF gene expression, is attenuated by anhydrous alum, resulting in compromised MITF transcription. Notably, anhydrous alum promoted extracellular signal-regulated kinase phosphorylation, leading to the impaired nuclear localization of MITF. Overall, these results demonstrated the generation and mode of action of anhydrous alum in B16F1 cells, which constitutes a promising option for cosmetic or therapeutic use.",yes,no,no,in vitro,effectiveness,melanocortin,,5
2023-11-01,37836478,Dietary Interventions in Ulcerative Colitis: A Systematic Review of the Evidence with Meta-Analysis.,"(1) Background: Ulcerative colitis (UC) is a chronic colon inflammation caused by genetic and environmental factors, including diet. This systematic review and meta-analysis aims to assess the impact of diet on UC management in children and adults (2) Methods: A comprehensive search across databases yielded relevant studies, and risk of bias in randomized controlled trials (RCTs) was assessed using the Cochrane Risk of Bias tool. This study was conducted in conformity to the 2020 PRISMA guidelines. The certainty of evidence for outcomes was evaluated using GRADE methodology. Meta-analysis was performed using Review Manager software version 5.4. (3) Results: Fourteen RCTs were included, results indicated higher clinical response, remission, and endoscopic remission rates in diet-treated groups. Carrageenan-free, anti-inflammatory, and cow milk protein elimination diets showed no significant advantages in maintaining clinical remission. However, a study involving fermented cow milk with bifidobacterial demonstrated favorable outcomes. Overall, pooled analysis leaned in favor of dietary intervention for sustaining clinical remission; (4) Conclusions: The relationship between diet and UC is an evolving terrain that demands deeper exploration. This systematic review and meta-analysis highlight the evolving relationship between diet and UC, necessitating further exploration. While understanding grows, adopting personalized dietary approaches could alleviate symptoms, and support a more positive disease trajectory.",no,yes,yes,human RCT,effectiveness,,ulcerative colitis,5
2023-11-01,37903162,Risk factors for proliferative vitreoretinopathy after retinal detachment surgery: A systematic review and meta-analysis.,"To comprehensively investigate risk factors for proliferative vitreoretinopathy (PVR) after retinal detachment (RD) surgery.PubMed, Embase, Cochrane Library, and Web of Science were systematically searched until May 22, 2023. Risk factors included demographic and disease-related risk factors. Odds ratios (ORs) and weighted mean differences (WMDs) were used as the effect sizes, and shown with 95% confidence intervals (CIs). Sensitivity analysis was conducted. The protocol was registered with PROSPERO (CRD42022378652).Twenty-two studies of 13,875 subjects were included in this systematic review and meta-analysis. Increased age was associated with a higher risk of postoperative PVR (pooled WMD = 3.98, 95%CI: 0.21, 7.75, P = 0.038). Smokers had a higher risk of postoperative PVR than non-smokers (pooled OR = 5.07, 95%CI: 2.21-11.61, P<0.001). Presence of preoperative PVR was associated with a greater risk of postoperative PVR (pooled OR = 22.28, 95%CI: 2.54, 195.31, P = 0.005). Presence of vitreous hemorrhage was associated with a greater risk of postoperative PVR (pooled OR = 4.12, 95%CI: 1.62, 10.50, P = 0.003). Individuals with aphakia or pseudophakia had an increased risk of postoperative PVR in contrast to those without (pooled OR = 1.41, 95%CI: 1.02, 1.95, P = 0.040). The risk of postoperative PVR was higher among patients with macula off versus those with macula on (pooled OR = 1.85, 95%CI: 1.24, 2.74, P = 0.002). Extent of RD in patients with postoperative PVR was larger than that in patients without (pooled WMD = 0.31, 95%CI: 0.02, 0.59, P = 0.036). Patients with postoperative PVR had longer duration of RD symptoms than those without (pooled WMD = 10.36, 95%CI: 2.29, 18.43, P = 0.012).Age, smoking, preoperative PVR, vitreous hemorrhage, aphakia or pseudophakia, macula off, extent of RD, and duration of RD symptoms were risk factors for postoperative PVR in patients undergoing RD surgery, which may help better identify high-risk patients, and provide timely interventions.",no,yes,yes,human non-RCT,"effectiveness, biomarker",,retinopathy,5
2023-11-01,37904440,"Comparative of the effectiveness and safety of biological agents, small molecule drugs, and microbiome therapies in ulcerative colitis: Systematic review and network meta-analysis.","Biological agents are commonly used for the first-line treatment of ulcerative colitis (UC). However, small-molecule drugs and microbiome therapies are now being used as new treatments for ulcerative colitis. We aimed to compare the relative efficacy and safety of biologics, small-molecule drugs, and microbiome therapies for the treatment of patients with moderate-to-severe ulcerative colitis.We searched the Cochrane, Embase, and PubMed databases from their inception to December 2022. RCTs that recruited patients with moderate-to-severe ulcerative colitis treated with biological agents, small-molecule drugs, and microbiome therapies. Efficacy outcomes were induction of clinical remission and mucosal healing; safety outcomes were adverse events and serious adverse events. A network meta-analysis with multivariate consistency model random-effect meta-regression was done, with rankings based on surface under the cumulative ranking curve (SUCRA) values. Higher SUCRA scores correlate with better efficacy, whereas lower SUCRA scores correlate with better safety.A total of 31 RCTs comprising 7933 UC patients were included in our studies. A risk of bias assessment showed a low risk of bias for most of the included studies. Upadacitinib ranked highest for induction of clinical remission (SUCRA, 0.83) and mucosal healing (SUCRA, 0.44). Moreover, no treatments were found to increase the occurrence of adverse events compared with placebos. Ustekinumab ranked lowest for adverse events (SUCRA 0.26) and probiotic ranked lowest for serious adverse events (0·21), whereas tofacitinib ranked highest for adverse events (0·43) and upadacitinib ranked highest for serious adverse events (0·43).In this systematic review and network meta-analysis, we found upadacitinib to be ranked highest for the induction of clinical remission and mucosal healing, but the worst performing agent in terms of adverse events in UC patients. Probiotics were the best-performing agent for safety outcomes. More trials of direct comparisons are needed to inform clinical decision-making with greater confidence.",no,yes,yes,human RCT,"effectiveness, safety",,ulcerative colitis,5
2023-11-01,37904474,Long-term effects of angiotensin receptor neprilysin inhibitor therapy in heart failure patients with reduced ejection fraction: A retrospective cohort study.,"Heart failure is an increasing public health issue with substantial morbidity and mortality rates. This study aimed to evaluate the efficacy, safety, and long-term outcomes of angiotensin receptor neprilysin inhibitor (ARNi) in the treatment of heart failure with reduced ejection fraction (HFrEF) 5 years after treatment initiation. This retrospective study analyzed a cohort of 75 patients diagnosed with HFrEF over a period of 5 years after the initiation of ARNi therapy. The initial clinical condition, laboratory and echocardiographic measurements including left ventricular ejection fraction (LVEF), New York Heart Association functional classes (NYHA-FC) and the prognostic nutritional index were compared to the corresponding values obtained after a 5-year period of ARNi therapy. In addition, the number of annual hospitalizations, mortality rates and any history of adverse effects during the follow-up period were recorded. The N-terminal pro-brain natriuretic peptide (NT-proBNP) level, LVEF, and NYHA-FC values demonstrated significant improvement at the end of the 5-year follow-up period (all parameters, P < .001). Although the observed increase in the prognostic nutritional index was not statistically significant (P = .077), it is worth noting. A significant reduction in daily diuretic doses and hospitalizations due to heart failure was observed following the use of ARNi (all comparisons, P < .001). The prevalence of hypotension was around 16% (being symptomatic in 4%), making it the most frequently observed adverse event. The 5-year cardiovascular mortality rate was 17.3%. The use of ARNi in HFrEF patients was associated with a notable improvement in NYHA-FC, LVEF, and NT-proBNP levels in the long-term, while also leading to a better nutritional status and reduced need for diuretics and annual hospitalization. Additionally, ARNi usage has been associated with improved nutritional status, decreased reliance on diuretics, and reduced frequency of annual hospitalizations. These effects were associated with a lack of significant increase in adverse effects. These results may contribute to a better understanding of ARNi's long-term effects on patient outcomes.",yes,no,no,human non-RCT,"effectiveness, safety, biomarker",natriuretic,,5
2023-11-01,37904677,Inflammatory bowel disease and the risk of intracerebral hemorrhage: A Mendelian randomization study and meta-analysis.,"The link between inflammatory bowel disease (IBD) and intracerebral hemorrhage (ICH) is still unclear.We conducted a Mendelian randomization research and meta-analysis to explore the impact of IBD and its subtypes (Crohn's disease [CD], ulcerative colitis [UC]) on the risk of ICH.Two large genome-wide association analysis studies of International Inflammatory Bowel Disease Genetics Consortium (IIBDGC) and International Stroke Genetics Consortium as exposure (IBD, UC, and CD) and outcome (ICH) in the initial stage. IBD, CD, UC GWAS data from the FinnGen consortium were adopted for the replication phase, and ultimately, the results of the initial stage and replication phase data were combined in a meta-analysis to evaluate the causal association between IBD and its subtypes and the risk of ICH.In the initial stage, we found that in the IVW (odds ratio [OR] = 0.83, 95% confidence interval [CI]: 0.71-0.96, p = .01), MR-PRESSO (OR = 0.85, 95% CI: 0.75-0.97, p = .02) and MR.RAPS (OR = 0.86, 95% CI: 0.76-0.98, p = .02) method showed that UC is associated with the risk of ICH. The causal relationship between IBD, CD, and the risk of ICH cannot be found by the IVW method. IBD and its subtypes UC, CD, and risk of ICH cannot find the presence of heterogeneity and pleiotropy. In replication stage, IBD (OR = 0.74, 95% CI: 0.59-0.94, p = .0135) related to ICH, while the IVW approach did not establish a causal link in UC and CD. The meta-analysis still indicated that UC (OR = 0.83, 95% CI: 0.72-0.93, p < .05) would lessen the risk of ICH while the causality between IBD, CD, and ICH was unable to be established.UC was causally related to ICH, but IBD and CD are not associated with ICH. The precise pathophysiological mechanism needs to be thoroughly investigated in more detail.",no,yes,yes,human non-RCT,effectiveness,,"ulcerative colitis, crohn's disease",5
